N: 300.0	L: 7.0	Density:6.122448979591836	Noise: 2.0
Time	 Va	
0.0	0.07123786336891907
1.0	0.22649202612962413
2.0	0.2860988932577473
3.0	0.2895244314662848
4.0	0.4035816636864042
5.0	0.5165568476431872
6.0	0.6525696633074642
7.0	0.738501625654531
8.0	0.7382900069120614
9.0	0.7609447605297851
10.0	0.7879437310859758
11.0	0.8339076433124473
12.0	0.814738686381036
13.0	0.8095383422220581
14.0	0.8106191350969575
15.0	0.7783592652550335
16.0	0.8180934613396019
17.0	0.8082275204538888
18.0	0.8275228733312329
19.0	0.8265374380124824
20.0	0.8186203783661755
21.0	0.8279552077047788
22.0	0.800212252528785
23.0	0.8391666485576735
24.0	0.7827606336996422
25.0	0.7924497280653736
26.0	0.786056368085438
27.0	0.8080551099319845
28.0	0.8061250763633929
29.0	0.8323419813417019
30.0	0.8254386721866414
31.0	0.8032511287603097
32.0	0.7805864098973869
33.0	0.7906895034954651
34.0	0.8025605933183401
35.0	0.7981452861878526
36.0	0.8001275082554679
37.0	0.7975718408036948
38.0	0.7922328344435909
39.0	0.7489879603892571
40.0	0.7312023063582789
41.0	0.7542729453755854
42.0	0.7669523058169302
43.0	0.7917003985907433
44.0	0.7998057399826514
45.0	0.7924379543206941
46.0	0.794982458550675
47.0	0.7929814950081302
48.0	0.8264737546931086
49.0	0.8177160780086412
50.0	0.8270397724652321
51.0	0.8403927025297376
52.0	0.8286583217303222
53.0	0.8315669911987095
54.0	0.8412752502489247
55.0	0.8227438714106172
56.0	0.8326717851122812
57.0	0.8270797007097972
58.0	0.8421433535096763
59.0	0.8232780336305535
60.0	0.8073602693392424
61.0	0.8066872286754353
62.0	0.8393616869090313
63.0	0.7970534482000318
64.0	0.8162310541979764
65.0	0.8164218417855058
66.0	0.81203811410416
67.0	0.7989223599218892
68.0	0.7946955862181114
69.0	0.8192437416250891
70.0	0.830383971206231
71.0	0.8002953166180832
72.0	0.7948008923587147
73.0	0.7959077741082254
74.0	0.8067538193378924
75.0	0.8090037442337957
76.0	0.8182711054666101
77.0	0.8103721697273171
78.0	0.8134373134474544
79.0	0.8289618608401311
80.0	0.8151508462671017
81.0	0.8280187084920393
82.0	0.8293043671685276
83.0	0.8228820455522184
84.0	0.8129206709623926
85.0	0.7934204489212795
86.0	0.801352560323541
87.0	0.8390570872030363
88.0	0.7895544466274494
89.0	0.7992519227811558
90.0	0.7958114993844518
91.0	0.812839819123935
92.0	0.8179566434360224
93.0	0.813167446889467
94.0	0.8017437000495916
95.0	0.8040875628113396
96.0	0.7851646428264668
97.0	0.7743693333485605
98.0	0.7735342491367514
99.0	0.74981112516058
100.0	0.7764907370452465
101.0	0.7866354812470231
102.0	0.8097459021772835
103.0	0.7971607936062175
104.0	0.8015496568973541
105.0	0.7843811296565384
106.0	0.8228459105729587
107.0	0.8308903322787966
108.0	0.8261896749522293
109.0	0.8361415860629849
110.0	0.8394599895480738
111.0	0.8220177455339017
112.0	0.8282591918621033
113.0	0.8288346707108243
114.0	0.8160057821563834
115.0	0.826429926894082
116.0	0.8104150102721406
117.0	0.8256225601451201
118.0	0.8268826968709997
119.0	0.8355544742884246
120.0	0.8261023802225341
121.0	0.8181818452468584
122.0	0.82119678324837
123.0	0.8203434306196435
124.0	0.8464720865378282
125.0	0.8317991307835519
126.0	0.816942166897397
127.0	0.8514388597660081
128.0	0.8461880429351741
129.0	0.8456833748483764
130.0	0.8295324644072094
131.0	0.8335692379316926
132.0	0.8406032520758187
133.0	0.8132602966343611
134.0	0.8172392782106405
135.0	0.7902094607479303
136.0	0.8300781881852858
137.0	0.8234048474334293
138.0	0.8196056788829755
139.0	0.7994003023153636
140.0	0.8201095314485233
141.0	0.7859949408724695
142.0	0.7987218368786521
143.0	0.8188591761930695
144.0	0.8364672391934396
145.0	0.8242471540967317
146.0	0.8088413197696176
147.0	0.8011702805782223
148.0	0.8063873214344811
149.0	0.806874576004114
150.0	0.7979684430862164
151.0	0.7881454190818247
152.0	0.8110606103996056
153.0	0.8216918745549326
154.0	0.8210891116064744
155.0	0.8027431339582872
156.0	0.7690466159009427
157.0	0.7871790820550939
158.0	0.8056314025437851
159.0	0.801055300785407
160.0	0.8135709307351701
161.0	0.825559250249862
162.0	0.8248018655418895
163.0	0.8226896695032382
164.0	0.8111994547642482
165.0	0.7944302264176514
166.0	0.8125662202077253
167.0	0.8047302978743124
168.0	0.7654764943177031
169.0	0.8101802318633744
170.0	0.8125919825497817
171.0	0.7818653793417308
172.0	0.7655488796098718
173.0	0.7443481958231661
174.0	0.7515691644383472
175.0	0.7487953805431198
176.0	0.7120809986305986
177.0	0.7326438196875172
178.0	0.8118294257054433
179.0	0.7822972831983864
180.0	0.797594504392131
181.0	0.7991128926290065
182.0	0.7856711718042775
183.0	0.8001789566805984
184.0	0.808008983252048
185.0	0.8121854992170191
186.0	0.8297441428790832
187.0	0.8258548676513383
188.0	0.8134803322929153
189.0	0.8200144442312904
190.0	0.8385583269072885
191.0	0.8425990968996742
192.0	0.8395300966410312
193.0	0.8353942154453563
194.0	0.845910654445161
195.0	0.8271520337260475
196.0	0.8387782771608656
197.0	0.8249393602301975
198.0	0.8016446822514341
199.0	0.8336015642768432
200.0	0.8298123469443622
201.0	0.7950509672527567
202.0	0.7834112770115471
203.0	0.8006473346971787
204.0	0.7936990906685817
205.0	0.8142691731918353
206.0	0.8250314277826795
207.0	0.7933329429650771
208.0	0.7895980571776285
209.0	0.7664256235283263
210.0	0.7786972402807358
211.0	0.7936658695385401
212.0	0.8275096361738505
213.0	0.8160881669755952
214.0	0.8299307698551216
215.0	0.8213971876274613
216.0	0.8108286009710913
217.0	0.8195992374071938
218.0	0.8273194501201996
219.0	0.8311800008466719
220.0	0.8171658382970821
221.0	0.8346189893291166
222.0	0.8319518076806015
223.0	0.8207748661104972
224.0	0.8253810285505957
225.0	0.8228081815627251
226.0	0.8203971593820416
227.0	0.8116397801795151
228.0	0.8170023765836567
229.0	0.8229151665254949
230.0	0.821620104118392
231.0	0.8092953019567146
232.0	0.826264163093064
233.0	0.8088938082893337
234.0	0.8198658572916872
235.0	0.8041122166007254
236.0	0.8214594452733965
237.0	0.8461728278513333
238.0	0.845300290081066
239.0	0.829576983186943
240.0	0.7941385493136497
241.0	0.802195344630862
242.0	0.7750489271391787
243.0	0.760250500767945
244.0	0.730377805868444
245.0	0.7513617265832265
246.0	0.763036544673585
247.0	0.7343301013933138
248.0	0.7359845135788284
249.0	0.714118582931145
250.0	0.7393146788177754
251.0	0.7500083705490415
252.0	0.797605535015456
253.0	0.8041079605403763
254.0	0.8317102153462037
255.0	0.8093924706480785
256.0	0.8008405705831562
257.0	0.8162884925679997
258.0	0.8058566862798516
259.0	0.8180255708840647
260.0	0.8126903417184116
261.0	0.8323136810223476
262.0	0.8432635090154841
263.0	0.8364841990037065
264.0	0.8436804591571012
265.0	0.8140757879380475
266.0	0.7965127770391045
267.0	0.8196435252156026
268.0	0.8138873856009997
269.0	0.8521804850510016
270.0	0.818663645670027
271.0	0.8517660425389847
272.0	0.8420349152526702
273.0	0.8295923354502933
274.0	0.8223203114588858
275.0	0.8272606887077416
276.0	0.831818278131403
277.0	0.8404886081624633
278.0	0.8394129645301771
279.0	0.8389511615584796
280.0	0.8253618806158673
281.0	0.8283396706850816
282.0	0.8364602015132704
283.0	0.8208306146324829
284.0	0.8258273001610691
285.0	0.8115873892913126
286.0	0.8039882847148446
287.0	0.8283564036847633
288.0	0.8339417341701919
289.0	0.8280069907595804
290.0	0.8255951084902752
291.0	0.8270894198390585
292.0	0.8288327552359528
293.0	0.805225718816681
294.0	0.8168337717872891
295.0	0.8201293632688409
296.0	0.796332021072794
297.0	0.8311448606741071
298.0	0.8232294664004361
299.0	0.8077322532341599
300.0	0.8115926417839353
301.0	0.8366484801549204
302.0	0.8035224636796583
303.0	0.821088355418577
304.0	0.8172508972590453
305.0	0.8263341600871988
306.0	0.8308256638021926
307.0	0.8427927115298329
308.0	0.8295332828988647
309.0	0.8323354843778452
310.0	0.8377401376988796
311.0	0.8322738735562741
312.0	0.8402968862811135
313.0	0.8308962210860265
314.0	0.8392817812192871
315.0	0.8334098183159712
316.0	0.8312919188070609
317.0	0.8466951627134573
318.0	0.8224455101938697
319.0	0.8302903143760797
320.0	0.846423370730262
321.0	0.8339122638999192
322.0	0.8351977714356238
323.0	0.835332012704563
324.0	0.8280378336806183
325.0	0.8240721925999424
326.0	0.8060428311852077
327.0	0.8148594351031904
328.0	0.8173234153576173
329.0	0.8308403749011161
330.0	0.8207871775978473
331.0	0.844299975440042
332.0	0.8313841846274184
333.0	0.8113967396870259
334.0	0.8037144864710661
335.0	0.7879384586750666
336.0	0.8007609949439277
337.0	0.8006042484938255
338.0	0.801642536119979
339.0	0.8175912342135834
340.0	0.8415840928708095
341.0	0.8208090857902066
342.0	0.8236635306882636
343.0	0.8166318337311943
344.0	0.8265866880546159
345.0	0.8313962238377608
346.0	0.8267766379331479
347.0	0.8160108203602618
348.0	0.8166844539572395
349.0	0.8273156213215517
350.0	0.844781249582633
351.0	0.8305229577456538
352.0	0.8320544547153214
353.0	0.8321722175150076
354.0	0.8128406763363201
355.0	0.8149345724405825
356.0	0.8040108513390762
357.0	0.8270037074484956
358.0	0.8259154077959079
359.0	0.8168643174233732
360.0	0.8341649102135459
361.0	0.8356059244051838
362.0	0.8335171627931632
363.0	0.8425017335714221
364.0	0.7973005088030113
365.0	0.8145457713880669
366.0	0.7972758298348943
367.0	0.7858577709592539
368.0	0.7850015599436622
369.0	0.7674595945828045
370.0	0.8103608235165743
371.0	0.7929256267184476
372.0	0.820605591515785
373.0	0.8500675480911256
374.0	0.8178910695578763
375.0	0.8172058106172416
376.0	0.7973215967971702
377.0	0.7801396999702093
378.0	0.8108670556988351
379.0	0.807876678503619
380.0	0.7992095871520773
381.0	0.8042375464806658
382.0	0.815416233881928
383.0	0.7936805400056423
384.0	0.7699207623120254
385.0	0.7742486759869308
386.0	0.8064978193033838
387.0	0.7954279011124966
388.0	0.792449530655234
389.0	0.8112158430812743
390.0	0.7978477824644657
391.0	0.8306795554718313
392.0	0.8341242609526875
393.0	0.8107018390564116
394.0	0.8353907926987044
395.0	0.8101927274398671
396.0	0.8071557456853595
397.0	0.7661623055299649
398.0	0.7661693640428902
399.0	0.7331684007192855
400.0	0.7394787950269197
401.0	0.7429748518304654
402.0	0.7335346803031167
403.0	0.7571290179139475
404.0	0.7229097727680446
405.0	0.7116901657859653
406.0	0.6926660821207108
407.0	0.7774720365601343
408.0	0.7628407023649515
409.0	0.761101762025501
410.0	0.7602071363672979
411.0	0.7986716148722733
412.0	0.8143776862570442
413.0	0.815648677229118
414.0	0.8044000749611685
415.0	0.8011464615430114
416.0	0.8116514685341413
417.0	0.818382987300156
418.0	0.8144964413481055
419.0	0.8366541248645158
420.0	0.8278138759275789
421.0	0.8497509528235594
422.0	0.8455455921556045
423.0	0.8396963897225274
424.0	0.8259135401821937
425.0	0.8245380384172738
426.0	0.8143263583346557
427.0	0.835325614612898
428.0	0.8304635890339842
429.0	0.8413233514204211
430.0	0.8159093184801542
431.0	0.8295779956913744
432.0	0.8274676254592043
433.0	0.832239386477048
434.0	0.8152467182219495
435.0	0.8156349435770636
436.0	0.8196582749939354
437.0	0.8379683078516696
438.0	0.8469176676571523
439.0	0.823780592240714
440.0	0.8265934713512734
441.0	0.832126139908338
442.0	0.8308115872355886
443.0	0.8261754245003393
444.0	0.8161688556808436
445.0	0.8130807832707982
446.0	0.7911684585028946
447.0	0.8016804939748071
448.0	0.8255020693150539
449.0	0.8312565428360656
450.0	0.8356871565377271
451.0	0.8124853581756014
452.0	0.8282558001153171
453.0	0.8134905359793758
454.0	0.8009417808226849
455.0	0.8390063104202503
456.0	0.8339470328139209
457.0	0.8185993455133556
458.0	0.8328679172318209
459.0	0.8435574754830948
460.0	0.8214756474293414
461.0	0.840220971899398
462.0	0.8187535833050333
463.0	0.8293943135740848
464.0	0.8110610110187961
465.0	0.8274698767080423
466.0	0.8180995412243806
467.0	0.815768956093918
468.0	0.8266824184838136
469.0	0.8253372121821617
470.0	0.8160375444900914
471.0	0.8305505642593753
472.0	0.8310126071805171
473.0	0.831369452342038
474.0	0.8021980551076916
475.0	0.8015897037074609
476.0	0.8267127555038399
477.0	0.8455615770059516
478.0	0.8174819158560191
479.0	0.8092623967003237
480.0	0.8071263402458685
481.0	0.831811975177219
482.0	0.8391013401843236
483.0	0.8320824382558317
484.0	0.8256962942873061
485.0	0.8407515805119951
486.0	0.8183138802671239
487.0	0.8191427632555689
488.0	0.8142279583433835
