N: L: 	Density:Noise: 5,0
Time	 Va	
0,12636195655239296
0,052498410015410064
0,011219662386216422
0,07198192145187168
0,0947346928477137
0,0298076931106614
0,09068889280900601
0,018356780781338556
0,05584427622941334
0,13625352672926402
0,044264368750387036
0,0716515164889105
0,07246484278944215
0,05358363574572109
0,1729414300470138
0,10173989130319389
0,11736531739708529
0,11265999858461248
0,11336902874775094
0,12036126563368174
0,15293166994953328
0,17006722333944777
0,09840102659029032
0,07020802598557661
0,04146974998732034
0,03631396604952682
0,13733785267494872
0,039231170953139174
0,06145444569622125
0,007032827219552521
0,06452991586599094
0,07305486247050481
0,09570370882049077
0,10608322591859044
0,08338888795027354
0,18242770641624162
0,1873689202325088
0,1187149450882945
0,15903776268556807
0,15503003589535455
0,1255902804480789
0,08561581649766367
0,05855496490579845
0,1592114356562748
0,08199465910265581
0,18908899923163885
0,17341440261060612
0,061177266255585776
0,07456307474578003
0,08971606655459148
0,09047735568251034
0,03579050029743022
0,12180706711319052
0,13865484023242305
0,13232088462286887
0,10808942945965126
0,10258967051384545
0,04635576747233964
0,1436383476384935
0,1347528552121933
0,021580310224685133
0,030855425547827053
0,06725263378095452
0,05328389155517136
0,06302699982751386
0,16084668352057793
0,1785387598503582
0,1065259723042974
0,08252565321599097
0,1072035551307312
0,08595807158673954
0,052063788670714164
0,09881072115937618
0,1645598645367597
0,09401265579703266
0,13912252693931462
0,16873961312070207
0,16386385637324294
0,05997586209163072
0,06299750571172397
0,08164294705972658
0,04533173772113849
0,1412780844306658
0,15309446615221145
0,22373934677262658
0,10036998972983459
0,1998782447501496
0,023285091965810877
0,2214747662975283
0,023523129914415672
0,11229721750441327
0,16226131771152053
0,09362475680424345
0,13646279514725188
0,0712113799872856
0,1003509274388365
0,07012193321145982
0,11113090768563379
0,15616700830030297
0,11191923937860837
0,13058151870772566
0,09635661255572368
0,035788817610537184
0,06141832663736066
0,09261710121142089
0,08863713528025263
0,18952241786046437
0,11601180818209365
0,07241504402161983
0,03212843560225727
0,10302968516568588
0,13882858688294655
0,09896802899622394
0,12489016563263745
0,05678904331541763
0,10153558574281041
0,08096239575241736
0,08812441350751672
0,05982749532424975
0,0720118943927107
0,10573149090325572
0,042827036690923394
0,023348905472639035
0,1767102294638544
0,09137102322510676
0,08798080469119708
0,11314702609855394
0,10991258037562987
0,025470664250497776
0,0857011876860258
0,12264562924346434
0,16394112530764945
0,04381535577315951
0,048068526318062264
0,0978974346248791
0,07072917318920487
0,07791174787290474
0,12368458077220662
0,1171061205537869
0,052982416094114214
0,11065441934745486
0,21928457236253218
0,11499859867731327
0,07758045460777895
0,057796769600092196
0,11275956495279728
0,05260335147204331
0,046937923852537734
0,16071358631896054
0,048512542832384625
0,10788926533480671
0,04471126929634883
0,08947100110904943
0,05826494031935202
0,04997988948962738
0,05550748202543984
0,03980764344622816
0,009960217586213632
0,1069860502260607
0,04265548485508498
0,05137567474059893
0,1066470940654106
0,08360748445572982
0,20122978314723208
0,12250244862411534
0,0141733065709198
0,10095447782336023
0,08553070132323258
0,19685953548935176
0,05841780677353174
0,1671326295898309
0,09202796721566485
0,012538686083128796
0,08366183550598562
0,1015602228441231
0,05923703818228424
0,13116516819850046
0,0696958702285089
0,0961643895418762
0,16681748395744875
0,10349631160235309
0,15946086311485544
0,13120960292359488
0,07751647999028219
0,12461199919714018
0,058041211247546
0,07155463417945357
0,11914385826767745
0,12704234262635372
0,1367931905648481
0,07257219093538245
0,049785532749042
0,16180964126623357
0,07267956840259071
0,05537213638430292
0,06056109304354731
0,04110427887841804
0,060765248430266
0,08510614804077057
0,08841200423539632
0,0654648254408146
0,11146889019369108
0,06873938121914903
0,06430725930776922
0,13029269409599895
0,07829458629572808
0,14581201167223018
0,10201572482387251
0,18943124437544925
0,03455031479510231
0,04941965099991042
0,18301294787192793
0,132104679192703
0,018912180647882068
0,1982368201761699
0,1258026306943746
0,0350933969786245
0,04854330995019342
0,030115762742047913
0,08279315774477632
0,1442701871522353
0,12781509431705654
0,18951728177574573
0,13404250690241945
0,22064863158941056
0,13470367825527607
0,0883996799486804
0,13967698914295054
0,16769966177735582
0,07399098295123711
0,06866955757405775
0,10788911875430926
0,06776688020431657
0,04454061788173335
0,07103004728334857
0,08839180702837357
0,09533678767721002
0,07528751173268824
0,05918256524921708
0,16427218086980572
0,11046252744097122
0,0801338756101903
0,022541957799851357
0,07845679507046384
0,1483112359707159
0,12818106157945136
0,06469928373204213
0,13066106311238848
0,06668472226784919
0,03197753314335002
0,05697912765338424
0,2424541923783708
0,08859464947725453
0,1129646144196634
0,05573101923611382
0,06189696739027973
0,17453980611102568
0,17456537847256157
0,0928309044036815
0,06317568485783154
0,1182425250391646
0,13731482744022863
0,00792002799538282
0,03747438675418962
0,10720319655111744
0,021482530634273533
0,03640507721744515
0,09847312082694688
0,09664609696270081
0,12594050134167398
0,08961721486739758
0,11108815915296737
0,08858597879458072
0,062299720507435014
0,16304897893227077
0,09197024179740386
0,10001175959246185
0,011473177765824275
0,02198160691928034
0,12338773487465941
0,047346256004453045
0,09135868320522643
0,07144902973136766
0,1929709979215217
0,021871847258820017
0,06514140710890529
0,13754664565809133
0,09090658540456607
0,10156533428833327
0,11531935212019533
0,0664887360816235
0,07175928251920609
0,08917854922288791
0,11844692440375687
0,07318635454827792
